person,genderLabel,personLabel,birthDate,placeBirthLabel,description
http://www.wikidata.org/entity/Q84852931,masculino,Arturo Espinosa Poveda,1920-09-14T00:00:00Z,Valdepeñas,político español
http://www.wikidata.org/entity/Q87072268,masculino,Francisco Bernalte Bernardo,1936-03-12T00:00:00Z,Calzada de Calatrava,político español
http://www.wikidata.org/entity/Q93123329,masculino,Manuel Fernandez Puebla y Ruiz,1879-03-31T00:00:00Z,Almagro,político español
http://www.wikidata.org/entity/Q6293250,masculino,José María de la Fuente,1855-04-01T00:00:00Z,Pozuelo de Calatrava,entomólogo español
http://www.wikidata.org/entity/Q6700444,masculino,Luis Cobos,1940-10-30T00:00:00Z,Campo de Criptana,Músico y director de orquesta español
http://www.wikidata.org/entity/Q7708648,masculino,Teófilo Benito,1966-07-22T00:00:00Z,Alcolea de Calatrava,atleta español
http://www.wikidata.org/entity/Q8480623,masculino,Juan Martín Cabezalero,1633-01-01T00:00:00Z,Almadén,artista español
http://www.wikidata.org/entity/Q11037429,masculino,José Corredor Matheos,1929-01-01T00:00:00Z,Alcázar de San Juan,Escritor español
http://www.wikidata.org/entity/Q11681433,masculino,Elías Molina-Prados,1982-02-16T00:00:00Z,Alcázar de San Juan,futbolista español
http://www.wikidata.org/entity/Q11681433,masculino,Elías Molina-Prados,1982-02-19T00:00:00Z,Alcázar de San Juan,futbolista español
http://www.wikidata.org/entity/Q14411883,masculino,Francisco Javier García Rubio,1990-01-07T00:00:00Z,Bolaños de Calatrava,Balonmanista español
http://www.wikidata.org/entity/Q16235035,masculino,Rubén Sobrinas,1992-06-01T00:00:00Z,Daimiel,futbolista español
http://www.wikidata.org/entity/Q16302294,masculino,Jesús Reguillos Moya,1986-10-17T00:00:00Z,Daimiel,futbolista español
"http://www.wikidata.org/entity/Q16543619,femenino,Carmen Velacoracho de Lara,1880-01-01T00:00:00Z,La Solana,""escritora, periodista, editora y feminista hispano-cubana (c.1880-1960)"""
http://www.wikidata.org/entity/Q16646086,masculino,Vicente García de Mateos,1988-09-19T00:00:00Z,Manzanares,ciclista español
"http://www.wikidata.org/entity/Q18417043,masculino,Evaristo Gil,1893-05-01T00:00:00Z,Montiel,""panadero, sindicalista y político español"""
http://www.wikidata.org/entity/Q6148632,masculino,Tomás Roncero,1965-05-09T00:00:00Z,Villarrubia de los Ojos,Periodista deportivo español
http://www.wikidata.org/entity/Q6293953,masculino,José Salcedo,1949-01-01T00:00:00Z,Mestanza,montador de cine español
http://www.wikidata.org/entity/Q6310278,masculino,Julián Infante,1957-07-17T00:00:00Z,Fuente el Fresno,músico español
http://www.wikidata.org/entity/Q9033176,masculino,Millán Salcedo Salcedo,1955-04-14T00:00:00Z,Brazatortas,actor y comediante español
"http://www.wikidata.org/entity/Q9066249,masculino,Ramiro Alonso Padierna de Villapadierna,1859-01-01T00:00:00Z,Almodóvar del Campo,""político liberal español, jurista y Subsecretario de Gracia y Justicia"""
http://www.wikidata.org/entity/Q9070286,masculino,Rodrigo Téllez Girón,1456-01-01T00:00:00Z,Moral de Calatrava,noble castellano (1456-1482)
http://www.wikidata.org/entity/Q9098282,masculino,Ángel Dotor,1898-01-01T00:00:00Z,Argamasilla de Alba,escritor e historiador del arte español (1898-1986)
http://www.wikidata.org/entity/Q16298165,masculino,Francisco Caro Sierra,1947-01-01T00:00:00Z,Piedrabuena,escritor español
http://www.wikidata.org/entity/Q16301576,masculino,Basilio Montes,1955-04-20T00:00:00Z,Herencia,compositor español
http://www.wikidata.org/entity/Q101130612,femenino,María Francisca Díaz-Carralero Rodelgo,1818-10-10T00:00:00Z,Manzanares,poeta improvisadora española del siglo XIX
"http://www.wikidata.org/entity/Q107507246,masculino,Carlos Rodríguez Fontanes,1879-01-01T00:00:00Z,Manzanares,""Comandante Fontanes, el primer jefe caído de la Legión"""
http://www.wikidata.org/entity/Q108112656,masculino,Iván Romero de Ávila Araque,2001-04-10T00:00:00Z,La Solana,futbolista español
http://www.wikidata.org/entity/Q108301900,masculino,Carlos Fuentes Gómez,1960-01-01T00:00:00Z,Santa Cruz de Mudela,Periodista
http://www.wikidata.org/entity/Q18637528,masculino,Juan Ramón Gómez-Pimpollo López,1995-01-18T00:00:00Z,La Solana,futbolista español
http://www.wikidata.org/entity/Q18704455,masculino,Eugenio Suárez Gómez,1919-05-10T00:00:00Z,Daimiel,escritor y periodista español
http://www.wikidata.org/entity/Q18810710,masculino,Fernando del Rey Reguillo,1960-01-01T00:00:00Z,La Solana,historiador español
http://www.wikidata.org/entity/Q20013845,masculino,Vicente Carranza,1928-11-14T00:00:00Z,Daimiel,ceramófilo español
http://www.wikidata.org/entity/Q23816064,masculino,Juan Alonso y de los Ruices de Fontecha,1560-01-01T00:00:00Z,Daimiel,médico español (1560-1620)
http://www.wikidata.org/entity/Q25422990,masculino,Luis Sánchez Cuervo,1871-06-21T00:00:00Z,Carrión de Calatrava,político español
http://www.wikidata.org/entity/Q25422990,masculino,Luis Sánchez Cuervo,1876-06-21T00:00:00Z,Carrión de Calatrava,político español
http://www.wikidata.org/entity/Q85867190,masculino,Daniel de Campos,1952-08-28T00:00:00Z,Viso del Marqués,pintor español
http://www.wikidata.org/entity/Q86930487,masculino,Francisco Vallbona Loro,1926-06-16T00:00:00Z,Daimiel,político español
http://www.wikidata.org/entity/Q97323464,femenino,Esther Martín-Pozuelo Aranda,1998-10-08T00:00:00Z,Daimiel,futbolista española
http://www.wikidata.org/entity/Q99858447,masculino,José Miguel Durán,1743-01-01T00:00:00Z,Moral de Calatrava,1743 - 1820
http://www.wikidata.org/entity/Q106498429,masculino,Justiniano Bravo Fernández,1890-01-01T00:00:00Z,Alamillo,político y periodista español
http://www.wikidata.org/entity/Q106601469,masculino,Cristóbal Sánchez de Madrid,1503-01-01T00:00:00Z,Daimiel,escritor jesuita español
"http://www.wikidata.org/entity/Q109899795,masculino,Jaime Martínez Montero,1949-01-15T00:00:00Z,Argamasilla de Alba,""maestro, Inspector de Educación, profesor universitario y creador de método matemático ABN"""
http://www.wikidata.org/entity/Q111836543,masculino,Cristóbal de Aguilera,,Argamasilla de Alba,maestro de obras y maestro fontanero español
http://www.wikidata.org/entity/Q112162074,femenino,Elvira Fernández-Almoguera,1907-08-20T00:00:00Z,Herencia,Primera mujer fiscal en España
http://www.wikidata.org/entity/Q114496837,masculino,José Gómez Castillo,1946-12-02T00:00:00Z,Agudo,víctima del terrorismo de ETA
http://www.wikidata.org/entity/Q121068389,femenino,Lola Fisac,1909-12-15T00:00:00Z,Daimiel,una de las primeras mujeres del Opus Dei
http://www.wikidata.org/entity/Q122730850,masculino,Manuel Cruz,1935-03-21T00:00:00Z,Fuente el Fresno,ciclista español
http://www.wikidata.org/entity/Q55946391,masculino,Ángel González de la Aleja,1932-01-01T00:00:00Z,Daimiel,1932-
http://www.wikidata.org/entity/Q56401922,masculino,Juan Restituto Antolínez de Castro y Aguilera,1686-06-01T00:00:00Z,La Solana,militar español
http://www.wikidata.org/entity/Q57315093,femenino,Herminia Parra Morales,1997-07-10T00:00:00Z,La Solana,atleta española
http://www.wikidata.org/entity/Q59191850,masculino,Fran Manzanara,1996-09-12T00:00:00Z,La Solana,futbolista español
http://www.wikidata.org/entity/Q61874853,masculino,Fran López Castillo,1991-08-10T00:00:00Z,La Solana,Escritor español
http://www.wikidata.org/entity/Q63683379,femenino,Dolores de Lara,1952-04-04T00:00:00Z,La Solana,fotoperiodista española
"http://www.wikidata.org/entity/Q64751303,masculino,Diego Serrano de Sotomayor,1582-01-01T00:00:00Z,Chillón,""Mercedario, obispo de Solsona, Segorbe y Guadix-Baza"""
http://www.wikidata.org/entity/Q16853442,masculino,Francisco de Manzanares y Dardos,1570-01-01T00:00:00Z,Membrilla,político español
http://www.wikidata.org/entity/Q16853442,masculino,Francisco de Manzanares y Dardos,1575-01-01T00:00:00Z,Membrilla,político español
http://www.wikidata.org/entity/Q17031712,masculino,Javier Parra Molina,1977-01-01T00:00:00Z,Ruidera,político español
http://www.wikidata.org/entity/Q101244857,mujer transgénero,Carmen García de Merlo,1962-01-01T00:00:00Z,Valdepeñas,abogada y enfermera española transexual
http://www.wikidata.org/entity/Q105658328,masculino,Ángel Rafael de Hore,1757-03-26T00:00:00Z,Calzada de Calatrava,marino español (1757–1811)
"http://www.wikidata.org/entity/Q106256487,masculino,Juan Vacas,1784-01-01T00:00:00Z,Valdepeñas,""Valdepeñas (Ciudad Real), 1784 - Puerto Lápice (Ciudad Real), m. s. XIX. Militar en la guerra de la Independencia"""
http://www.wikidata.org/entity/Q107089402,masculino,Federico Relimpio y Ortega,1862-10-23T00:00:00Z,Almagro,catedrático y químico español
http://www.wikidata.org/entity/Q6036303,masculino,Mónico Sánchez Moreno,1880-05-04T00:00:00Z,Piedrabuena,Inventor español del siglo XX
http://www.wikidata.org/entity/Q6042156,masculino,Nicolás Clavero,1950-03-22T00:00:00Z,Navalpino,político español
http://www.wikidata.org/entity/Q6042672,masculino,Nicolás del Hierro,1934-01-01T00:00:00Z,Piedrabuena,poeta español
http://www.wikidata.org/entity/Q6069508,masculino,Pedro Menchén,1952-05-17T00:00:00Z,Argamasilla de Alba,escritor español
http://www.wikidata.org/entity/Q20127357,masculino,Paco Alcalde,1951-11-04T00:00:00Z,Alamillo,torero de España
http://www.wikidata.org/entity/Q21546270,masculino,Agustín Úbeda,1925-12-01T00:00:00Z,Herencia,pintor español (1925-2007)
http://www.wikidata.org/entity/Q21573835,masculino,Vicente Sabariegos Sánchez,1810-04-19T00:00:00Z,Piedrabuena,militar español
http://www.wikidata.org/entity/Q21886163,masculino,Juan Camacho del Fresno,1995-07-24T00:00:00Z,Moral de Calatrava,ciclista español
"http://www.wikidata.org/entity/Q24042296,femenino,María de los Santos García Felguera,1953-11-15T00:00:00Z,Villamanrique,""historiadora del arte, comisaria de exposiciones y profesora universitaria española (n. 1953)"""
http://www.wikidata.org/entity/Q24736632,masculino,Juan José García-Moreno,1906-03-10T00:00:00Z,Fuencaliente,político español
http://www.wikidata.org/entity/Q27958693,masculino,Juan de Céspedes Ruiz,1501-01-01T00:00:00Z,Argamasilla de Calatrava,Conquistador español
http://www.wikidata.org/entity/Q36696762,masculino,Isaac Canton,1996-06-13T00:00:00Z,Argamasilla de Alba,ciclista español
"http://www.wikidata.org/entity/Q54449655,femenino,María Carmen López Ruiz,1961-12-15T00:00:00Z,Argamasilla de Calatrava,""política, personal sanitario y sindicalista española"""
http://www.wikidata.org/entity/Q65770189,masculino,Antonio S. Sánchez-Gil,1962-07-21T00:00:00Z,Manzanares,profesor universitario español
http://www.wikidata.org/entity/Q66362700,femenino,Blasa Jiménez Chaparro,1889-03-04T00:00:00Z,Alhambra,Alcaldesa rural republicana española
http://www.wikidata.org/entity/Q86929412,masculino,Fernando de Juan y Díaz de Lope Díaz,1927-02-11T00:00:00Z,Manzanares,político español
http://www.wikidata.org/entity/Q92304625,femenino,Paula Sevilla,1997-06-28T00:00:00Z,La Solana,velocista española
http://www.wikidata.org/entity/Q94645652,masculino,José Ruiz Baos,1946-11-05T00:00:00Z,Bolaños de Calatrava,torero español
http://www.wikidata.org/entity/Q97758381,femenino,Elena de Toro Aldaria,1997-01-31T00:00:00Z,Bolaños de Calatrava,futbolista española
http://www.wikidata.org/entity/Q98872225,masculino,Francisco José García Torres,1999-08-14T00:00:00Z,Bolaños de Calatrava,Futbolista español.
http://www.wikidata.org/entity/Q61606738,masculino,Francisco Gil Ortega,1950-04-25T00:00:00Z,Arenas de San Juan,político español
http://www.wikidata.org/entity/Q68993667,femenino,Mercedes Legrand,1893-01-01T00:00:00Z,Almodóvar del Campo,pintora belga
http://www.wikidata.org/entity/Q74399142,masculino,José Joaquín Flores,1850-01-01T00:00:00Z,Daimiel,pintor español del siglo XIX
http://www.wikidata.org/entity/Q84729520,masculino,Luis Álvarez Molina,1916-05-14T00:00:00Z,Herencia,político español
http://www.wikidata.org/entity/Q84730296,masculino,Joaquin Campos Pareja,1914-05-07T00:00:00Z,Daimiel,político español
http://www.wikidata.org/entity/Q17413239,masculino,Evaristo Martín Freire,1904-06-29T00:00:00Z,Piedrabuena,farmacéutico español
http://www.wikidata.org/entity/Q17631650,masculino,Tomás Aránguez,1942-01-01T00:00:00Z,Brazatortas,empresario español
http://www.wikidata.org/entity/Q18812414,masculino,Antonio Manuel Sarmiento García,1979-01-27T00:00:00Z,Villarrubia de los Ojos,futbolista español
http://www.wikidata.org/entity/Q18812414,masculino,Antonio Manuel Sarmiento García,1979-07-27T00:00:00Z,Villarrubia de los Ojos,futbolista español
http://www.wikidata.org/entity/Q20005385,masculino,Manuel Adriano Arabid Cantos,1908-09-08T00:00:00Z,Herencia,político español
